Price,Model,Leather_interior,Fuel_type,Mileage,Gear_box_type,Airbags,Car_age
13495,Sonata,Yes,Petrol,91678,Automatic,4,13
18189,Cruze,No,Petrol,0,Automatic,6,8
36065,Compass,No,Petrol,38000,Tiptronic,6,7
19933,Malibu,Yes,Petrol,145783,Automatic,4,10
34497,Santa FE,Yes,Petrol,127200,Automatic,8,10
8097,Spark,Yes,Petrol,169617,Automatic,4,10
18817,Golf,No,Diesel,13120,Automatic,8,13
8781,Astra,No,Diesel,2000,Manual,10,17
11917,Transit,No,Diesel,150000,Manual,4,16
54850,Civic,Yes,Petrol,13048,Automatic,4,6
20071,Camry,No,Petrol,84000,Tiptronic,12,12
67981,Santa FE,Yes,Diesel,10120,Automatic,4,5
21103,Malibu,Yes,Petrol,101124,Automatic,4,11
27284,A4,Yes,Petrol,144000,Automatic,12,11
3607,Camry,Yes,Hybrid,156518,Automatic,12,12
36137,Elantra,Yes,LPG,47181,Automatic,4,6
47201,Civic,Yes,Petrol,104867,Automatic,4,9
20071,Elantra,Yes,Petrol,72507,Automatic,4,8
47694,H1,Yes,Diesel,79000,Automatic,4,8
15681,Fusion,No,Petrol,118000,Tiptronic,10,10
1254,Elantra,Yes,Petrol,0,Automatic,12,10
18240,Elantra,Yes,Petrol,52418,Automatic,4,14
4391,Camry,Yes,Petrol,171258,Automatic,12,11
9095,Elantra,No,Petrol,160000,Tiptronic,8,11
21953,Prius,No,Petrol,123200,Automatic,6,12
5018,E 350,Yes,Diesel,109139,Automatic,12,15
15681,Sonata,Yes,Petrol,27200,Automatic,6,13
14897,Prius,Yes,Hybrid,163200,Automatic,16,14
10976,Sonata,Yes,Petrol,29419,Automatic,12,5
14113,I30,Yes,Diesel,31593,Automatic,4,12
8590,FIT,Yes,Hybrid,122471,Automatic,4,11
20385,RX 400,Yes,Hybrid,182000,Automatic,10,16
33538,Actyon,Yes,Petrol,49799,Automatic,4,8
16292,FIT,Yes,Petrol,30425,Automatic,4,10
19306,Aqua,Yes,Petrol,82000,Automatic,4,10
19601,Escape,Yes,Petrol,108295,Automatic,10,8
12231,Juke,Yes,Petrol,110531,Automatic,0,11
18817,Prius,No,Hybrid,145000,Automatic,10,10
34406,H1,Yes,Diesel,125445,Automatic,4,10
13768,H1,Yes,Diesel,53440,Automatic,4,13
5018,RX 450,Yes,Hybrid,167222,Automatic,12,14
30107,Forester,No,Petrol,80000,Automatic,12,6
549,Camry,Yes,Petrol,23333,Automatic,12,6
18817,E 350,Yes,Petrol,123000,Manual,8,17
36065,CHR,No,Petrol,37214,Automatic,10,6
23521,Sonata,Yes,Hybrid,109000,Tiptronic,10,10
16308,RAV 4,No,Petrol,73000,Automatic,0,9
18817,Camry,Yes,Hybrid,35058,Automatic,12,6
49751,Sonata,Yes,Petrol,43178,Automatic,4,7
12858,Aqua,No,Hybrid,120000,Automatic,9,12
44542,Santa FE,Yes,Diesel,93876,Automatic,4,9
19369,Genesis,Yes,Petrol,153651,Automatic,4,13
15994,Sonata,Yes,LPG,39878,Automatic,4,9
15367,Veloster,Yes,Petrol,135000,Tiptronic,12,11
21357,Korando,Yes,Diesel,143265,Automatic,4,12
51523,Elantra,Yes,Petrol,17013,Automatic,4,7
14113,Aqua,No,Hybrid,100000,Variator,6,11
7527,Lacetti,Yes,Petrol,69111,Automatic,4,14
64002,Santa FE,Yes,Diesel,41778,Automatic,4,6
20266,Elantra,Yes,Petrol,88288,Automatic,4,12
28068,Santa FE,Yes,Diesel,53240,Automatic,4,11
3293,Malibu,Yes,Petrol,103541,Automatic,12,12
16465,Elantra,Yes,Petrol,122518,Automatic,4,10
9000,FIT,No,Hybrid,98000,Automatic,2,12
15245,Genesis,Yes,Petrol,117492,Automatic,4,13
627,Fusion,Yes,Hybrid,40157,Automatic,12,7
784,320,Yes,Petrol,88203,Automatic,12,8
56513,Tucson,Yes,Diesel,41500,Automatic,4,6
7997,Lacetti,Yes,Diesel,47221,Automatic,4,14
22063,Orlando,Yes,Diesel,110297,Automatic,4,12
31082,H1,Yes,Diesel,170971,Automatic,4,10
53314,Camry,Yes,Petrol,6800,Automatic,8,6
16778,Elantra,Yes,Petrol,41279,Automatic,4,12
4547,A6,Yes,Petrol,193685,Automatic,12,13
12585,Elantra,Yes,Petrol,126184,Automatic,4,17
28482,REXTON,Yes,Diesel,198288,Automatic,4,11
26017,Elantra,Yes,Petrol,107220,Automatic,4,7
3607,Camry,Yes,Hybrid,156518,Automatic,12,12
17500,Optima,No,Hybrid,0,Automatic,12,13
15053,Prius,No,Hybrid,179000,Variator,6,11
29711,Elantra,Yes,Petrol,45898,Automatic,4,13
32035,REXTON,Yes,Diesel,53323,Automatic,4,13
36827,Santa FE,Yes,Diesel,171755,Automatic,4,11
2430,E 350,Yes,Diesel,175614,Automatic,12,16
34102,FIT,Yes,Petrol,65000,Automatic,4,9
57372,Santa FE,Yes,Diesel,48764,Automatic,4,9
26372,Compass,Yes,Petrol,121456,Automatic,4,12
19130,Elantra,Yes,Diesel,142495,Automatic,4,10
26657,Optima,No,Petrol,140800,Automatic,10,7
16894,Sonata,Yes,Petrol,126799,Automatic,4,14
1019,Elantra,Yes,Petrol,25635,Automatic,12,7
21395,Elantra,Yes,Petrol,144889,Automatic,4,8
13642,Sonata,Yes,LPG,43000,Automatic,4,9
25559,Outlander,No,Petrol,64467,Automatic,8,9
2587,CHR,Yes,Petrol,16213,Automatic,12,6
17562,Prius,No,Hybrid,120058,Automatic,8,11
706,Tucson,Yes,Petrol,60269,Automatic,12,8
4547,Volt,Yes,Hybrid,162190,Automatic,0,12
21326,E 350,Yes,Petrol,150000,Tiptronic,6,17
21652,Tucson,Yes,Diesel,161345,Automatic,4,13
97401,Santa FE,Yes,Diesel,14489,Automatic,4,5
17509,FIT,Yes,Hybrid,82105,Automatic,4,10
25716,Jetta,Yes,Petrol,32000,Automatic,12,8
7683,Captiva,Yes,Diesel,109063,Automatic,4,17
5488,Camry,Yes,Hybrid,109798,Automatic,12,10
23521,Camry,No,Hybrid,165472,Automatic,0,12
9408,Cruze,Yes,Diesel,56290,Automatic,4,12
10349,Aqua,No,Hybrid,167000,Automatic,4,12
33550,REXTON,Yes,Diesel,197826,Automatic,4,8
20005,Elantra,Yes,Petrol,75300,Automatic,4,12
13799,Aqua,No,Hybrid,170000,Variator,4,11
784,GX 460,Yes,Petrol,129931,Automatic,0,9
23592,Prius,No,Hybrid,114000,Variator,12,11
34607,H1,Yes,Diesel,27000,Automatic,4,10
45210,Malibu,Yes,Petrol,93087,Automatic,4,7
10349,X5,Yes,Diesel,0,Automatic,0,10
13172,RX 450,Yes,Hybrid,186005,Automatic,12,14
10914,Cruze,Yes,Petrol,26243,Automatic,4,10
7517,Lacetti,Yes,Petrol,181421,Automatic,4,14
25089,Prius,Yes,Hybrid,135000,Variator,12,13
23678,RAV 4,No,Petrol,177600,Automatic,11,12
23521,Highlander,Yes,Petrol,140966,Automatic,12,12
2038,Fusion,Yes,Petrol,174899,Automatic,12,13
31675,Tacoma,Yes,Petrol,1669,Automatic,12,4
6899,X6,Yes,Petrol,0,Automatic,12,10
66902,E 350,Yes,Diesel,181000,Tiptronic,0,11
13328,RX 450,Yes,Hybrid,186005,Automatic,12,14
21012,Prius,No,Hybrid,99040,Variator,8,10
13184,Aqua,Yes,Petrol,99249,Automatic,4,10
37837,Actyon,Yes,Petrol,72052,Automatic,4,7
5018,RX 450,Yes,Hybrid,167222,Automatic,12,14
21636,Camry,No,Petrol,114000,Automatic,8,13
3450,Camry,Yes,Hybrid,9626,Automatic,12,5
1098,XV,Yes,Hybrid,127637,Automatic,0,10
1568,Camry,Yes,Petrol,173101,Automatic,12,9
31424,Aqua,Yes,Petrol,31000,Automatic,4,9
13764,Aqua,Yes,Petrol,157988,Automatic,4,10
12544,Camry,No,Petrol,130000,Automatic,8,15
27911,C 250,Yes,Petrol,71000,Automatic,0,11
90919,Santa FE,Yes,Diesel,6631,Automatic,4,4
32973,Actyon,Yes,Diesel,94300,Automatic,4,8
14746,Cruze,Yes,Diesel,186872,Automatic,4,11
21012,Fusion,Yes,Hybrid,141000,Automatic,8,11
13523,Sonata,Yes,Petrol,161830,Automatic,4,13
2117,Juke,Yes,Petrol,181997,Automatic,0,8
13172,Sonata,Yes,Petrol,129445,Automatic,10,10
7828,FIT,Yes,Petrol,154691,Automatic,4,9
941,Elantra,Yes,Petrol,100037,Automatic,12,10
24775,CT 200h,Yes,Hybrid,119000,Variator,0,13
27284,Fusion,Yes,Hybrid,130000,Automatic,6,11
25032,Elantra,Yes,Petrol,22607,Automatic,4,7
4391,Elantra,Yes,Petrol,138838,Automatic,12,10
33230,Santa FE,Yes,Diesel,185000,Automatic,4,11
2038,ML 350,Yes,Diesel,186542,Automatic,12,13
18660,H1,Yes,Diesel,62234,Automatic,4,12
20385,Prius,Yes,Hybrid,59000,Variator,9,10
549,328,Yes,Petrol,112210,Automatic,12,12
29479,RAV 4,No,Petrol,83000,Tiptronic,10,11
13328,RX 450,Yes,Hybrid,186005,Automatic,12,14
19657,H1,Yes,Diesel,180000,Automatic,4,13
10986,I30,Yes,Petrol,157730,Automatic,4,14
27911,Volt,No,Plug-in Hybrid,65000,Automatic,12,9
23521,Camry,No,Petrol,22400,Tiptronic,10,5
3607,Camry,Yes,Hybrid,156518,Automatic,12,12
49237,C 300,Yes,Petrol,45000,Automatic,6,9
21012,Camry,Yes,Petrol,72678,Tiptronic,6,8
56513,Santa FE,Yes,Diesel,61640,Automatic,4,6
38260,Santa FE,No,Petrol,113771,Automatic,7,8
10349,Vitz,No,Petrol,95000,Variator,2,14
48048,Santa FE,Yes,Diesel,121098,Automatic,4,8
21796,Orlando,Yes,Petrol,28633,Automatic,4,9
20209,Elantra,Yes,Petrol,108900,Automatic,4,12
7056,RAV 4,Yes,Petrol,47301,Automatic,12,7
5488,Camry,Yes,Hybrid,109798,Automatic,12,10
15681,H1,Yes,Diesel,92605,Automatic,4,16
17054,Tucson,Yes,Diesel,171340,Automatic,4,13
40224,Tucson,Yes,Diesel,62232,Automatic,4,8
23000,Prius,No,Hybrid,90000,Automatic,12,10
16308,Prius,No,Hybrid,140000,Automatic,2,15
20385,Prius,No,Hybrid,98000,Variator,12,11
9252,E 350,Yes,Diesel,171221,Automatic,12,12
42717,Santa FE,Yes,Diesel,113697,Automatic,4,7
31797,Genesis,Yes,Petrol,148915,Automatic,4,10
7188,Captiva,Yes,Diesel,67558,Automatic,4,17
14426,Elantra,No,Petrol,113600,Automatic,6,12
17346,Malibu,Yes,Petrol,130000,Automatic,4,12
31988,530,Yes,Petrol,81000,Tiptronic,12,13
12500,FIT,No,Petrol,6000,Automatic,2,5
15681,E 350,Yes,Petrol,140800,Automatic,0,11
784,Fusion,Yes,Petrol,178330,Automatic,12,14
941,GX 460,Yes,Petrol,188078,Automatic,0,9
25456,Aqua,Yes,Petrol,45650,Automatic,4,9
15847,H1,Yes,Diesel,58788,Automatic,4,14
24709,Tucson,Yes,Diesel,107374,Automatic,4,14
24267,Tucson,Yes,Diesel,132976,Automatic,4,12
3607,Juke,Yes,Petrol,103358,Automatic,0,9
16621,E 350,Yes,Diesel,119379,Automatic,12,13
32929,Camry,Yes,Petrol,32000,Tiptronic,10,7
20005,Tucson,Yes,Diesel,193926,Automatic,4,13
15053,Prius C,Yes,Hybrid,128000,Automatic,8,12
66197,H1,Yes,LPG,20930,Automatic,4,6
16308,Camry,Yes,Petrol,118582,Tiptronic,12,10
61521,Tucson,Yes,Petrol,14661,Automatic,4,6
41811,REXTON,Yes,Diesel,97700,Automatic,4,10
11704,Elantra,Yes,Petrol,114540,Automatic,4,17
28241,Elantra,Yes,Petrol,80856,Automatic,4,10
12544,FIT,No,Petrol,0,Variator,4,14
26475,Tucson,Yes,Diesel,151186,Automatic,4,13
19309,Santa FE,Yes,Diesel,185987,Automatic,4,14
20237,Malibu,Yes,Petrol,146367,Automatic,4,12
8634,Optima,Yes,Petrol,47232,Automatic,4,11
24462,Elantra,No,Petrol,60000,Tiptronic,8,7
941,Elantra,Yes,Petrol,101526,Automatic,12,10
13946,FIT,Yes,Petrol,138000,Automatic,4,10
3920,Fusion,Yes,Petrol,90672,Automatic,12,11
11604,Cruze,No,Petrol,165000,Tiptronic,10,12
20005,Elantra,Yes,Petrol,132421,Automatic,4,12
2117,A4,Yes,Petrol,174941,Automatic,12,11
12544,Elantra,No,Petrol,152000,Automatic,8,13
18814,Prius,Yes,Hybrid,88265,Automatic,10,14
25716,Camry,No,Petrol,10400,Automatic,8,10
9565,X5,Yes,Petrol,144126,Automatic,12,9
20005,Korando,Yes,Diesel,199569,Automatic,4,13
18503,Prius C,No,Hybrid,181000,Automatic,3,11
5175,Cruze,Yes,Petrol,149692,Automatic,4,15
8311,Captiva,Yes,Diesel,63558,Automatic,4,17
60000,Civic,Yes,Petrol,20147,Automatic,4,7
34811,X5,Yes,Diesel,70994,Automatic,0,12
12544,Insight,No,Hybrid,173000,Automatic,8,14
549,C 300,Yes,Petrol,155058,Automatic,12,13
22894,Optima,No,Hybrid,81000,Tiptronic,8,10
26343,Camry,Yes,Petrol,157802,Automatic,10,8
43394,Santa FE,Yes,Diesel,129388,Automatic,4,8
18817,Camry,Yes,Hybrid,35058,Automatic,12,6
25889,Elantra,Yes,Petrol,102000,Automatic,4,10
17227,Elantra,Yes,LPG,49068,Automatic,4,8
25810,Santa FE,Yes,Diesel,179421,Automatic,4,12
18817,Camry,Yes,Hybrid,35058,Automatic,12,6
549,X5,Yes,Petrol,125480,Automatic,12,13
3136,Camry,Yes,Petrol,127549,Automatic,12,7
39458,Actyon,Yes,Diesel,72924,Automatic,4,7
3293,RX 350,Yes,Petrol,71939,Automatic,12,9
18817,Camry,Yes,Petrol,130000,Automatic,12,12
24625,REXTON,Yes,Diesel,167333,Automatic,4,11
34811,RX 450,Yes,Hybrid,0,Automatic,12,8
39603,Santa FE,Yes,Diesel,120000,Automatic,4,8
45473,Highlander,No,Hybrid,68200,Automatic,10,12
32744,H1,Yes,Diesel,107483,Automatic,4,10
6595,Cruze,Yes,Petrol,38413,Automatic,4,15
15866,Elantra,Yes,Petrol,121263,Automatic,4,14
1411,RX 350,Yes,Petrol,124003,Automatic,12,13
46809,REXTON,Yes,Diesel,102066,Automatic,4,8
14113,Aqua,No,Hybrid,115000,Automatic,4,12
14897,Fusion,Yes,Petrol,188800,Automatic,10,11
15257,Sonata,Yes,Petrol,163374,Automatic,4,13
13485,Camry,No,Petrol,110000,Tiptronic,10,14
14113,Jetta,Yes,Petrol,112000,Manual,6,10
12777,Sonata,Yes,Petrol,162558,Automatic,4,11
21326,Altima,Yes,Petrol,30296,Automatic,12,5
14740,Camry,No,Hybrid,0,Tiptronic,6,11
17876,Sonata,Yes,Hybrid,11000,Tiptronic,12,10
1725,Elantra,Yes,Petrol,107155,Automatic,12,10
13172,Jetta,Yes,Petrol,83658,Tiptronic,12,12
15718,Sonata,Yes,Petrol,149608,Automatic,4,14
32929,Camry,Yes,Petrol,19000,Tiptronic,11,6
21987,Malibu,Yes,Diesel,133923,Automatic,4,10
41720,Santa FE,Yes,Diesel,114066,Automatic,4,8
24148,Actyon,Yes,Diesel,27067,Automatic,4,7
12544,Jetta,Yes,Petrol,120000,Manual,8,12
18817,Prius,Yes,Hybrid,121000,Tiptronic,8,11
22580,Optima,Yes,Petrol,47000,Tiptronic,6,10
549,E 350,Yes,Petrol,52142,Automatic,12,10
18189,Prius,No,Hybrid,186000,Automatic,10,12
706,CT 200h,Yes,Hybrid,122302,Automatic,12,13
20000,FIT,No,Petrol,3800,Automatic,4,5
29087,Compass,Yes,Petrol,63570,Automatic,4,13
784,RAV 4,No,Hybrid,136518,Automatic,0,8
20883,Tucson,Yes,Diesel,171157,Automatic,4,14
549,Camry,Yes,Petrol,35541,Automatic,12,5
25299,Elantra,Yes,Petrol,79845,Automatic,4,8
43868,Actyon,Yes,Diesel,64841,Automatic,4,8
549,Elantra,Yes,Petrol,197589,Automatic,12,12
18826,Actyon,Yes,Diesel,118133,Automatic,4,14
7370,Spark,Yes,Petrol,39876,Automatic,4,12
13485,Focus,No,Petrol,148000,Automatic,5,11
8311,Sonata,Yes,LPG,36545,Automatic,4,12
8467,REXTON,Yes,Diesel,64459,Automatic,4,16
18817,Elantra,Yes,Petrol,53000,Tiptronic,8,10
18817,Sonata,Yes,Hybrid,0,Automatic,8,11
35124,H1,Yes,Diesel,63500,Automatic,5,14
862,Fusion,Yes,Petrol,182302,Automatic,12,9
10349,Prius C,No,Hybrid,145000,Variator,8,11
15367,H1,Yes,Diesel,49140,Automatic,4,14
20385,Camry,Yes,Petrol,152679,Tiptronic,12,12
23521,Highlander,Yes,Petrol,140966,Automatic,12,12
19121,Elantra,Yes,Petrol,163000,Automatic,4,11
16571,Elantra,Yes,Petrol,51994,Automatic,4,14
16308,Passat,Yes,Diesel,134000,Tiptronic,12,12
6586,CT 200h,Yes,Hybrid,122302,Automatic,0,13
10663,FIT,No,Hybrid,106000,Variator,0,10
1882,Prius,Yes,Hybrid,142426,Automatic,12,15
1490,CT 200h,Yes,Hybrid,174106,Automatic,0,12
706,Sonata,Yes,Hybrid,133162,Automatic,12,12
28100,Cruze,Yes,Petrol,21000,Tiptronic,10,6
8938,Sonata,Yes,LPG,106675,Automatic,4,11
784,Camry,Yes,Petrol,161530,Automatic,12,12
17249,Genesis,Yes,Petrol,94055,Automatic,4,12
9095,FIT,No,Petrol,41000,Automatic,6,11
13172,CHR,Yes,Petrol,24302,Automatic,12,5
9408,Focus,Yes,Petrol,136000,Automatic,10,12
54458,Santa FE,Yes,Diesel,49454,Automatic,4,8
8467,Focus,No,Petrol,116923,Tiptronic,8,9
12388,Camry,Yes,Hybrid,67429,Automatic,0,8
18817,Elantra,Yes,Petrol,105600,Tiptronic,8,7
13485,Prius C,No,Hybrid,77000,Variator,0,11
20071,X5,Yes,Diesel,141200,Tiptronic,12,14
47042,GX 470,Yes,Petrol,106918,Automatic,0,9
37947,Q7,Yes,Petrol,49122,Automatic,12,6
34673,H1,Yes,Diesel,117466,Automatic,4,10
19736,Elantra,Yes,Diesel,37405,Automatic,4,8
15681,Cruze,Yes,Petrol,132000,Automatic,8,13
941,RX 350,Yes,Petrol,148661,Automatic,12,14
17876,Optima,No,Petrol,66100,Tiptronic,12,9
17562,Prius C,No,Hybrid,66000,Automatic,4,10
16559,Cruze,Yes,Petrol,51678,Automatic,4,9
47989,Sonata,Yes,Petrol,65659,Automatic,4,7
8624,Vitz,No,Petrol,190000,Variator,4,18
45376,Santa FE,Yes,Diesel,43000,Automatic,4,11
4077,Sonata,Yes,Petrol,67165,Automatic,12,6
21326,Camry,Yes,Petrol,113000,Tiptronic,8,12
12585,Elantra,Yes,Petrol,128965,Automatic,4,14
15994,Transit,No,Diesel,190000,Manual,4,14
14426,X-Trail,Yes,Petrol,98345,Automatic,4,18
81539,GX 460,Yes,Petrol,155976,Automatic,0,8
14500,Prius,Yes,Hybrid,97000,Automatic,8,14
32929,530,Yes,Petrol,112000,Tiptronic,12,13
41867,Aqua,Yes,Hybrid,35039,Automatic,4,6
15612,Accent,Yes,Diesel,97382,Automatic,4,9
8154,X5,Yes,Diesel,103458,Automatic,0,12
18503,Sonata,No,Petrol,0,Automatic,0,7
8938,Camry,Yes,Petrol,53310,Automatic,12,10
706,A4,Yes,Petrol,162032,Automatic,0,10
25889,Elantra,Yes,Petrol,79420,Automatic,4,8
47042,GX 470,Yes,Petrol,106918,Automatic,0,9
21012,Optima,Yes,Petrol,60000,Tiptronic,10,9
38737,Genesis,Yes,Petrol,93000,Automatic,4,9
9252,Cruze,Yes,Diesel,46721,Automatic,4,11
14113,Optima,Yes,Petrol,65376,Automatic,4,10
28852,328,Yes,Petrol,145000,Tiptronic,8,11
15367,FIT,No,Petrol,110000,Automatic,12,14
3293,Jetta,Yes,Diesel,119394,Automatic,12,9
12231,Prius C,No,Hybrid,147698,Automatic,8,12
14081,H1,Yes,Diesel,124850,Automatic,4,14
21953,Fusion,Yes,Petrol,102506,Automatic,6,9
14686,Actyon,Yes,Diesel,120682,Automatic,4,14
15053,Prius C,No,Hybrid,95000,Automatic,6,12
21357,Santa FE,Yes,Diesel,193488,Automatic,4,14
18826,Elantra,Yes,Petrol,108042,Automatic,4,12
23834,Elantra,Yes,Petrol,60000,Tiptronic,6,10
49459,H1,Yes,Diesel,117671,Automatic,4,8
9722,Camry,Yes,Hybrid,127515,Automatic,12,6
42538,Aqua,Yes,Petrol,2000,Automatic,4,6
40983,Santa FE,Yes,Diesel,163472,Automatic,4,10
18240,Elantra,Yes,Petrol,52418,Automatic,4,14
11133,C-MAX,No,Hybrid,135383,Tiptronic,12,11
18660,Sonata,Yes,Petrol,130000,Tiptronic,6,11
19287,Volt,Yes,Plug-in Hybrid,96102,Tiptronic,8,9
4077,GLE 350,Yes,Petrol,39814,Automatic,0,7
30828,Santa FE,Yes,Diesel,115412,Automatic,4,12
549,CHR,Yes,Petrol,39221,Automatic,12,5
6429,Tucson,Yes,Petrol,0,Automatic,0,10
11259,Optima,Yes,Petrol,54112,Automatic,4,10
6586,Santa FE,Yes,Petrol,77766,Automatic,12,7
73714,Santa FE,Yes,Diesel,43598,Automatic,4,5
18817,Elantra,No,Petrol,71191,Automatic,7,8
11290,Santa FE,Yes,Petrol,44240,Automatic,12,6
25716,Prius,No,Plug-in Hybrid,135200,Variator,9,12
35071,Tucson,Yes,Diesel,80700,Automatic,4,8
7683,Sonata,Yes,LPG,53000,Automatic,4,11
37947,GLE 350,Yes,Petrol,51824,Automatic,12,7
38016,H1,Yes,Diesel,100900,Automatic,4,7
11133,Camry,Yes,Hybrid,179381,Automatic,12,10
5018,Passat,Yes,Diesel,77349,Automatic,12,10
15053,Fusion,No,Petrol,160000,Variator,16,11
17876,Prius C,No,Hybrid,152000,Automatic,8,12
27375,Aqua,Yes,Petrol,73938,Automatic,4,11
784,Prius,Yes,Hybrid,171306,Automatic,12,9
12544,Prius,No,Hybrid,2700,Variator,6,16
5331,E 350,Yes,Petrol,185642,Automatic,12,12
8467,Elantra,No,Petrol,126000,Tiptronic,10,11
23659,FIT,Yes,Petrol,42642,Automatic,4,7
19416,Elantra,Yes,Petrol,159381,Automatic,4,13
35309,REXTON,Yes,Diesel,97035,Automatic,4,11
8467,Tiida,Yes,Petrol,129000,Automatic,4,18
1725,E 350,Yes,Diesel,132630,Automatic,12,13
32910,H1,Yes,Diesel,154154,Automatic,4,10
11992,Lacetti,Yes,Petrol,133608,Automatic,4,14
9408,Combo,No,Diesel,95000,Manual,4,13
13956,Prius C,No,Hybrid,107000,Automatic,12,10
34692,H1,Yes,Diesel,168131,Automatic,4,8
10976,Passat,Yes,Petrol,145600,Tiptronic,0,11
3763,Volt,Yes,Hybrid,138491,Automatic,0,10
49237,Tacoma,Yes,Petrol,94262,Automatic,12,7
14426,Sonata,Yes,LPG,169024,Automatic,4,10
27422,Compass,Yes,Petrol,101709,Automatic,4,11
17562,Prius,No,Hybrid,19000,Automatic,6,14
26971,Tacoma,Yes,Petrol,18555,Automatic,12,5
88438,Santa FE,Yes,Diesel,120,Automatic,4,4
18817,Corolla,No,LPG,127000,Automatic,8,15
15612,Elantra,Yes,Petrol,120000,Automatic,4,13
6429,Tundra,Yes,Petrol,190875,Automatic,12,7
40346,Aqua,Yes,Hybrid,10409,Automatic,4,8
22843,Korando,Yes,Diesel,115102,Automatic,4,13
12522,H1,Yes,Diesel,134990,Automatic,4,14
12858,FIT,No,Hybrid,147000,Automatic,6,12
46236,Santa FE,Yes,Diesel,133554,Automatic,4,8
13485,Sonata,Yes,Petrol,82000,Tiptronic,14,12
11133,Highlander,Yes,Petrol,91899,Automatic,12,9
23521,Camry,No,Petrol,123000,Automatic,12,8
28078,FIT,Yes,Petrol,27083,Automatic,4,10
11447,FIT,No,Petrol,80000,Manual,4,10
9722,Spark,Yes,Petrol,39232,Automatic,4,9
18189,Prius C,No,Hybrid,58100,Variator,0,10
13172,Prius,No,Hybrid,156000,Variator,4,11
5645,REXTON,Yes,Diesel,76121,Automatic,4,17
12231,Jetta,Yes,Petrol,78000,Automatic,8,12
9000,Vitz,No,Petrol,179000,Variator,2,13
15132,Sonata,Yes,Petrol,155127,Automatic,4,13
10976,FIT,No,Petrol,156000,Automatic,3,16
3607,Escape,Yes,Hybrid,168966,Automatic,0,13
6272,Camry,Yes,Petrol,55811,Automatic,12,10
17876,Prius,No,Hybrid,15000,Automatic,12,13
11917,Prius,No,Hybrid,3200,Automatic,4,18
30455,H1,Yes,Diesel,35463,Automatic,4,9
12544,Camry,Yes,Hybrid,180000,Automatic,6,14
784,Volt,Yes,Hybrid,81440,Automatic,0,7
73071,GX 460,Yes,Petrol,188078,Automatic,0,9
14269,Aqua,No,Petrol,158000,Automatic,2,12
2430,Elantra,Yes,Petrol,89747,Automatic,12,8
51517,H1,Yes,Diesel,44198,Automatic,4,7
30420,X5,Yes,Petrol,145000,Tiptronic,12,13
32772,Optima,Yes,Diesel,30068,Automatic,4,8
5645,Civic,Yes,Petrol,78222,Automatic,12,8
73071,GX 460,Yes,Petrol,188078,Automatic,0,9
33575,Elantra,Yes,Petrol,53871,Automatic,4,6
5645,Santa FE,Yes,Petrol,165355,Automatic,12,10
11368,Elantra,Yes,Petrol,117771,Automatic,4,17
4077,Altima,Yes,Petrol,70907,Automatic,12,7
5488,Lacetti,Yes,Petrol,112282,Automatic,4,15
11917,500,Yes,Petrol,112000,Manual,5,11
23521,Camry,Yes,Petrol,89000,Tiptronic,12,12
37611,Captiva,Yes,Diesel,53528,Automatic,4,10
15681,Prius,Yes,Hybrid,180000,Tiptronic,0,11
1019,C 250,Yes,Petrol,156477,Automatic,12,11
9512,Lacetti,Yes,Petrol,118875,Automatic,4,14
14897,Tucson,Yes,Diesel,52997,Automatic,4,14
16443,Sonata,Yes,Petrol,179767,Automatic,4,14
73034,Sonata,Yes,Petrol,41895,Automatic,4,6
15991,Genesis,Yes,Petrol,112387,Automatic,4,13
25591,Elantra,Yes,Petrol,48088,Automatic,4,11
6700,March,No,Petrol,58000,Automatic,2,13
17249,Elantra,No,Petrol,88000,Automatic,8,10
14454,Elantra,Yes,Petrol,149935,Automatic,4,12
17876,Elantra,No,Petrol,156800,Automatic,12,11
11274,Cruze,Yes,Petrol,173877,Automatic,4,13
16935,C-MAX,No,Hybrid,94408,Automatic,8,12
13956,Orlando,Yes,Petrol,34328,Automatic,4,9
18817,Prius,No,Petrol,123000,Automatic,6,12
11290,A7,Yes,Petrol,0,Automatic,0,10
8154,Optima,No,Petrol,178892,Automatic,8,12
9408,FIT,No,Petrol,129000,Automatic,6,17
1568,E 350,Yes,Diesel,77205,Automatic,12,8
8154,Explorer,Yes,Petrol,87688,Automatic,12,7
11262,Sonata,Yes,LPG,71466,Automatic,4,10
24029,REXTON,Yes,Diesel,124718,Automatic,4,13
38445,Tucson,Yes,Diesel,129816,Automatic,4,8
31988,GX 460,Yes,Petrol,155976,Automatic,0,8
21953,Elantra,No,Petrol,38400,Automatic,6,7
14454,Sonata,Yes,Petrol,165892,Automatic,4,12
47408,Orlando,Yes,LPG,33000,Automatic,4,6
17249,Prius,No,Hybrid,102000,Variator,10,14
6272,Elantra,Yes,Petrol,149000,Tiptronic,12,12
23104,Tucson,Yes,Diesel,148794,Automatic,4,12
27889,REXTON,Yes,Diesel,169679,Automatic,4,11
13172,Vitz,No,Petrol,112000,Automatic,6,14
53314,RX 450,Yes,Hybrid,65000,Automatic,8,12
10349,FIT,No,Petrol,0,Manual,2,13
11133,Camry,Yes,Hybrid,179381,Automatic,12,10
784,Jetta,Yes,Petrol,107637,Automatic,12,10
14113,Sonata,Yes,Petrol,130000,Tiptronic,6,11
16308,Prius,No,Petrol,156000,Automatic,0,13
